iter	Logloss
863	0.1807531769
864	0.1806317162
865	0.1805759578
866	0.1804607072
867	0.1803369034
868	0.1802080704
869	0.1800299369
870	0.1798758632
871	0.1796953866
872	0.1795934708
873	0.1795066424
874	0.179434787
875	0.1793417865
876	0.1791714253
877	0.1790671474
878	0.1789434959
879	0.1788130819
880	0.1786834869
881	0.1785872099
882	0.1784370794
883	0.1783885027
884	0.1783282676
885	0.1782318382
886	0.1780729068
887	0.1779536368
888	0.1778241371
889	0.1777580537
890	0.1775884545
891	0.177490082
892	0.1773971196
893	0.1773496097
894	0.177275716
895	0.1771798199
896	0.1769558339
897	0.1767849964
898	0.1767449921
899	0.1765966523
900	0.1764956509
901	0.1763884393
902	0.1762227453
903	0.1761170005
904	0.1760143037
905	0.1758778318
906	0.1757696297
907	0.1756058787
908	0.1754689496
909	0.1753012363
910	0.1752551361
911	0.1751633357
912	0.1751388188
913	0.1750654394
914	0.174982059
915	0.174825223
916	0.1746547666
917	0.174537954
918	0.1745225237
919	0.1744898916
920	0.1744381527
921	0.1743530197
922	0.1741307862
923	0.1740338615
924	0.1739046285
925	0.1737800055
926	0.1736418001
927	0.1736207121
928	0.1735279212
929	0.173515577
930	0.1734325776
931	0.1733328335
932	0.1732084772
933	0.1730929219
934	0.1729402959
935	0.1728733934
936	0.1726908213
937	0.1725367476
938	0.1724648351
939	0.1722363723
940	0.1720696496
941	0.1720659539
942	0.1719811067
943	0.1718469017
944	0.1717354421
945	0.1716273352
946	0.1714461728
947	0.1713279315
948	0.1712635817
949	0.1711154133
950	0.1710156311
951	0.1709443853
952	0.1708133236
953	0.1706253414
954	0.1704350351
955	0.1703205656
956	0.1702311274
957	0.170187637
958	0.1701196487
959	0.1699118168
960	0.1697834791
961	0.1697132049
962	0.1697084234
963	0.1696336534
964	0.1694673117
965	0.1693041131
966	0.1692150749
967	0.1690832131
968	0.1688901827
969	0.1687684744
970	0.1687636167
971	0.1686797981
972	0.1686255066
973	0.1684905396
974	0.16838369
975	0.1682692967
976	0.1681814587
977	0.168085315
978	0.1679860281
979	0.1678195149
980	0.1676902819
981	0.1676185027
982	0.1675015948
983	0.1673787435
984	0.1672603307
985	0.1671007706
986	0.1669856725
987	0.1668855855
988	0.1668081295
989	0.1666684573
990	0.1665903537
991	0.1664703598
992	0.1664673309
993	0.1663837409
994	0.1662715383
995	0.1662058931
996	0.1661307422
997	0.1660475523
998	0.1659568187
999	0.1658488261
