iter	Logloss
0	0.6776696061
1	0.6629244725
2	0.6492872679
3	0.6362509281
4	0.625302966
5	0.6142789576
6	0.6038051038
7	0.5940166192
8	0.5827657292
9	0.5737957329
10	0.565167945
11	0.5568020138
12	0.5491406921
13	0.5391682638
14	0.531096993
15	0.5235724479
16	0.5170089969
17	0.5083237171
18	0.4997834433
19	0.4945661947
20	0.4877970073
21	0.4797629215
22	0.4748655169
23	0.4683417274
24	0.4626155477
25	0.4579356523
26	0.4540091716
27	0.4476523334
28	0.4424640403
29	0.4377700482
30	0.4336041892
31	0.4289397622
32	0.4235989193
33	0.4182201676
34	0.4148243346
35	0.4116960733
36	0.4076714105
37	0.4045839155
38	0.4012355924
39	0.396983286
40	0.3941962424
41	0.3912947103
42	0.3881380269
43	0.3860312092
44	0.3834500926
45	0.3816210191
46	0.3796718945
47	0.3772851608
48	0.3752000978
49	0.3722688101
50	0.3710295907
51	0.3691946499
52	0.3674985431
53	0.3649027583
54	0.3634972733
55	0.3613168857
56	0.3587155765
57	0.356779139
58	0.3552668997
59	0.3531917805
60	0.3521917488
61	0.3508284018
62	0.3494357182
63	0.3478562335
64	0.346421031
65	0.34443876
66	0.3432733772
67	0.3423155595
68	0.3411955149
69	0.3402048937
70	0.3391832597
71	0.3379348964
72	0.3368988228
73	0.3362688119
74	0.335027459
75	0.3340153117
76	0.3325069585
77	0.3315976794
78	0.3302635926
79	0.329324558
80	0.3283833136
81	0.3275245924
82	0.3269458252
83	0.3256597436
84	0.3247385775
85	0.3237469277
86	0.3223820947
87	0.3216292897
88	0.3211352173
89	0.3201318329
90	0.3192609961
91	0.3186017059
92	0.3180543897
93	0.3172211951
94	0.3165924034
95	0.3157441976
96	0.3148164785
97	0.31378431
98	0.3131263342
99	0.3127232431
100	0.312205111
101	0.3116240769
102	0.3109585956
103	0.3101492321
104	0.309661389
105	0.308797772
106	0.3081874204
107	0.3074809442
108	0.3069568115
109	0.3057535198
110	0.3051848298
111	0.3046308653
112	0.3040035024
113	0.3037390929
114	0.3033759871
115	0.3028965258
116	0.302243122
117	0.3017498497
118	0.3012223452
119	0.3007019653
120	0.3002669278
121	0.2998198891
122	0.2993115295
123	0.2991676664
124	0.2985275211
125	0.2979339333
126	0.2977450367
127	0.2975543876
128	0.2972591557
129	0.2970048426
130	0.296573977
131	0.2961240809
132	0.2955214444
133	0.2951601483
134	0.2948150444
135	0.294246564
136	0.2939216528
137	0.2936935711
138	0.2928524708
139	0.2925374654
140	0.2919436489
141	0.2918195403
142	0.2915270135
143	0.291164822
144	0.2909146617
145	0.2905393641
146	0.2901533415
147	0.2898037609
148	0.2893052309
149	0.2890528037
150	0.2887680492
151	0.2884671977
152	0.2881039966
153	0.2877457865
154	0.2875164665
155	0.2873257222
156	0.2871277008
157	0.2869739699
158	0.2865910334
159	0.2863571034
160	0.2861085623
161	0.2855599126
162	0.2853854938
163	0.2851009488
164	0.2848433972
165	0.2846407277
166	0.2844753384
167	0.2842562862
168	0.2839850379
169	0.2834419317
170	0.283141385
171	0.2827474568
172	0.2824811042
173	0.28219494
174	0.2819445511
175	0.2818177374
176	0.2813206362
177	0.2809612069
178	0.2807214287
179	0.280284753
180	0.2799873876
181	0.2797419135
182	0.2794349851
183	0.2791766144
184	0.2788864879
185	0.2786565583
186	0.2783103686
187	0.2781466176
188	0.2778763217
189	0.2777275628
190	0.2775288747
191	0.2773166995
192	0.2771893524
193	0.2770824837
194	0.2768780236
195	0.2766117472
196	0.2763950762
197	0.2761067404
198	0.2756978962
199	0.275382205
200	0.2752000902
201	0.2748971241
202	0.2747303252
203	0.2745378092
204	0.2743098798
205	0.2742877822
206	0.2741383375
207	0.2739315343
208	0.2736918132
209	0.2735532649
210	0.2733625776
211	0.2731524597
212	0.2730714605
213	0.2727465302
214	0.2725184675
215	0.2722954339
216	0.2718226401
217	0.2716078931
218	0.271330225
219	0.2711398807
220	0.2710017515
221	0.2707929861
222	0.2705265955
223	0.2702687772
224	0.2698175476
225	0.2696828092
226	0.2694244194
227	0.2693297997
228	0.269089469
229	0.2688589679
230	0.2688295362
231	0.2686759768
232	0.2684879755
233	0.2682378533
234	0.2680821032
235	0.2679417452
236	0.2678353147
237	0.2675840304
238	0.267347643
239	0.2671284003
240	0.2669816607
241	0.2667076311
242	0.2664754346
243	0.2663426584
244	0.2662327989
245	0.2662116157
246	0.2659964305
247	0.2658130203
248	0.2656743006
249	0.2654159679
250	0.2650115433
251	0.2647341991
252	0.2644479587
253	0.2641748626
254	0.2640509445
255	0.2638759732
256	0.2637161464
257	0.2636294704
258	0.2633024256
259	0.263197119
260	0.2630821542
261	0.2627967711
262	0.2625173123
263	0.2623748398
264	0.2622120413
265	0.2619793114
266	0.2618283809
267	0.2617358185
268	0.2615864691
269	0.2614597316
270	0.2612591766
271	0.2611300579
272	0.2609662879
273	0.26087083
274	0.2607741719
275	0.2605864183
276	0.2604268011
277	0.2602264176
278	0.2600829545
279	0.2599031065
280	0.2597216203
281	0.259574252
282	0.2593749162
283	0.2591575975
284	0.2590359653
285	0.2588614703
286	0.2587127114
287	0.2585740679
288	0.2581933792
289	0.2577374824
290	0.2575917524
291	0.2574548614
292	0.2570902316
293	0.2568232314
294	0.2566052078
295	0.2564851949
296	0.2562636091
297	0.2562093937
298	0.2561035156
299	0.2559821692
300	0.2556367605
301	0.2554924783
302	0.2554463781
303	0.2553456053
304	0.255118076
305	0.2550445252
306	0.2549214452
307	0.2545899428
308	0.2543558223
309	0.2541293217
310	0.2540280536
311	0.2538347375
312	0.2536995229
313	0.253624772
314	0.2535168366
315	0.253349809
316	0.2531142407
317	0.252781481
318	0.2525846598
319	0.2524130794
320	0.2522460899
321	0.2521466316
322	0.2520328479
323	0.2518581052
324	0.2517061269
325	0.2513825873
326	0.2512527066
327	0.2510426077
328	0.2508902103
329	0.2506995421
330	0.2505947689
331	0.2505253329
332	0.2503070426
333	0.2501346812
334	0.2500423474
335	0.2498058838
336	0.2496263978
337	0.24921883
338	0.248999854
339	0.2487906505
340	0.2485980964
341	0.2484980094
342	0.2483514221
343	0.2481723743
344	0.2480426841
345	0.2478335948
346	0.2477144391
347	0.2475307241
348	0.2474156069
349	0.2473011374
350	0.2471746476
351	0.2470822185
352	0.2468867498
353	0.246668231
354	0.2465432461
355	0.2463856863
356	0.246231022
357	0.2461453746
358	0.2460399537
359	0.2458493046
360	0.245538852
361	0.245493571
362	0.2453541654
363	0.2451858044
364	0.2450397315
365	0.2447754744
366	0.2447073528
367	0.2446553091
368	0.2445077694
369	0.2443846323
370	0.244249532
371	0.2440350517
372	0.2439725878
373	0.2437647559
374	0.2436604589
375	0.2434478645
376	0.2432424329
377	0.2432318793
378	0.2430849111
379	0.2428705451
380	0.2428137771
381	0.2426311288
382	0.2423262578
383	0.242052133
384	0.2419064983
385	0.241773703
386	0.2416934467
387	0.2415652424
388	0.2415327817
389	0.2413357891
390	0.2412148046
391	0.241028594
392	0.2408735297
393	0.2407068831
394	0.240515472
395	0.2402951816
396	0.2401802168
397	0.2398976149
398	0.2398055287
399	0.2397676389
400	0.2394783887
401	0.2393488699
402	0.2392692804
403	0.2391048436
404	0.2389608281
405	0.2387878761
406	0.2386837315
407	0.2385559654
408	0.2384068064
409	0.238296604
410	0.2380617406
411	0.237948776
412	0.2377739191
413	0.2375301213
414	0.2374024123
415	0.237238166
416	0.237124268
417	0.2369741185
418	0.2368504861
419	0.2366898021
420	0.2365679794
421	0.2363339161
422	0.2361298179
423	0.2359156996
424	0.2358956593
425	0.2357940483
426	0.2357167829
427	0.2355176376
428	0.2354500874
429	0.2353735077
430	0.2351682665
431	0.2349955241
432	0.2348615287
433	0.2347309241
434	0.2346428384
435	0.2345240066
436	0.2343720664
437	0.2343218514
438	0.2341666728
439	0.2340111512
440	0.2335944015
441	0.2335249654
442	0.233345308
443	0.2332118269
444	0.2331160451
445	0.2329937843
446	0.2327925817
447	0.2325819685
448	0.2323805753
449	0.2323648022
450	0.2321006594
451	0.2319981721
452	0.23185048
453	0.2317205803
454	0.2317030546
455	0.2315992339
456	0.2315305598
457	0.2313014494
458	0.2310736534
459	0.2308364659
460	0.2307991475
461	0.2306353585
462	0.2305997927
463	0.2303980948
464	0.2302468022
465	0.2300692021
466	0.2298884969
467	0.2297719891
468	0.229692552
469	0.2296376127
470	0.2294103501
471	0.2292811171
472	0.2291316915
473	0.22895893
474	0.2288290302
475	0.2286405147
476	0.228625694
477	0.2284003364
478	0.2282326611
479	0.2281226683
480	0.2279904636
481	0.2277817934
482	0.227719501
483	0.2276154136
484	0.2274706361
485	0.2273751972
486	0.2273144478
487	0.2272387063
488	0.2271092637
489	0.2270262834
490	0.2270091768
491	0.2269897651
492	0.2268899639
493	0.2267218505
494	0.2265887505
495	0.2264358768
496	0.2262346551
497	0.2261344348
498	0.2259015906
499	0.2257794822
500	0.225584966
501	0.2254640577
502	0.2253072027
503	0.2251288977
504	0.2250017411
505	0.2248949296
506	0.2247114051
507	0.224601717
508	0.2245220894
509	0.2243165625
510	0.2240717932
511	0.2238946693
512	0.2236238782
513	0.2234830821
514	0.223386805
515	0.2231949938
516	0.2230641416
517	0.2229527391
518	0.2227907407
519	0.2224743447
520	0.2223550747
521	0.222172655
522	0.2219907306
523	0.2218494772
524	0.2216486556
525	0.2216264246
526	0.2216242339
527	0.2214895718
528	0.2212911503
529	0.2211020252
530	0.2208586465
531	0.2206322031
532	0.2205504228
533	0.2204200087
534	0.2203467056
535	0.2202492856
536	0.2200226325
537	0.2199350802
538	0.2198612056
539	0.2196291615
540	0.2195376278
541	0.2194092902
542	0.2192081828
543	0.2191286694
544	0.2189496787
545	0.2189127033
546	0.2187598677
547	0.218711653
548	0.2184493199
549	0.2183202393
550	0.2182592042
551	0.2181111882
552	0.2179591337
553	0.21784916
554	0.217708821
555	0.2174692523
556	0.2174551555
557	0.2173428006
558	0.2170954215
559	0.2170336244
560	0.2168196203
561	0.2167352684
562	0.2166236373
563	0.2165517438
564	0.2164375791
565	0.2162986879
566	0.2162273659
567	0.2158965493
568	0.2157733932
569	0.2154233935
570	0.2152983133
571	0.2151803387
572	0.2149338931
573	0.2147771523
574	0.214533888
575	0.2143507825
576	0.214209834
577	0.2140435494
578	0.2139259176
579	0.2137693865
580	0.2136288761
581	0.213616189
582	0.213494252
583	0.2134181295
584	0.2132790288
585	0.213045537
586	0.2129980652
587	0.2128822812
588	0.2127164157
589	0.2125496739
590	0.2124457961
591	0.212316144
592	0.212208761
593	0.2121444683
594	0.2120363995
595	0.2118680575
596	0.2117449014
597	0.211646567
598	0.2115763118
599	0.2112820324
600	0.2111758114
601	0.2109347187
602	0.2108004566
603	0.2106668041
604	0.2105346375
605	0.2105252079
606	0.2105115112
607	0.2103624665
608	0.2102927066
609	0.210164007
610	0.2100710446
611	0.2099543463
612	0.2097646116
613	0.2096069374
614	0.209504393
615	0.2092767494
616	0.2091425825
617	0.2090935296
618	0.2089121386
619	0.2087586745
620	0.2086912958
621	0.2085876846
622	0.2085128194
623	0.2084004263
624	0.2083506114
625	0.2081309496
626	0.2079936776
627	0.2078956861
628	0.2077295158
629	0.2075721655
630	0.2074517716
631	0.2072471971
632	0.2071059628
633	0.2069705958
634	0.2069481172
635	0.2068784907
636	0.2067836042
637	0.206665801
638	0.2065177089
639	0.2063507956
640	0.2061689665
641	0.2060662507
642	0.2059507715
643	0.2058048701
644	0.2057148794
645	0.2055109336
646	0.205496532
647	0.2053771287
648	0.2053162078
649	0.2051969759
650	0.2051243014
651	0.2050134323
652	0.2050026121
653	0.2048562725
654	0.2048206115
655	0.2046627088
656	0.2044522099
657	0.2043298347
658	0.2042759813
659	0.2041788661
660	0.2041551111
661	0.2040735976
662	0.2039813972
663	0.2038484304
664	0.2037041672
665	0.203579449
666	0.2034991356
667	0.2032554141
668	0.2031378966
669	0.2029469998
670	0.202730405
671	0.2026488343
672	0.2024770063
673	0.2022131111
674	0.2020918219
675	0.2020334156
676	0.2019613697
677	0.2018716076
678	0.2016902547
679	0.2015414768
680	0.2013740301
681	0.201288459
682	0.2012269667
683	0.2009903697
684	0.2008567172
685	0.2006847367
686	0.2005944222
687	0.2004884298
688	0.2004388816
689	0.2004226704
690	0.2002762736
691	0.2002397554
692	0.2001405637
693	0.1999802607
694	0.1998936419
695	0.1997224996
696	0.1995877422
697	0.1994151902
698	0.1992088061
699	0.1990689815
700	0.198987487
701	0.1989661132
702	0.1988383661
703	0.1986617566
704	0.1985767379
705	0.1984861757
706	0.1984769366
707	0.1983809072
708	0.1983269776
709	0.1982360535
710	0.1981941442
711	0.1981453009
712	0.1980281454
713	0.1979063036
714	0.1978197038
715	0.1976911757
716	0.1974962785
717	0.1973041815
718	0.1971660714
719	0.1970284947
720	0.196910139
721	0.1967714765
722	0.1966511016
723	0.1965789985
724	0.1963804628
725	0.1963085694
726	0.1961727071
727	0.1960070511
728	0.1958243266
729	0.1956897597
730	0.1956230859
731	0.1954923289
732	0.1953076995
733	0.1951776283
734	0.1950457284
735	0.1949292587
736	0.1947834524
737	0.194687404
738	0.1944718379
739	0.1943811614
740	0.1942532619
741	0.1940881774
742	0.1940223799
743	0.1938488945
744	0.1937523317
745	0.1936290422
746	0.1935177921
747	0.1934450223
748	0.1933044548
749	0.193174136
750	0.1929994695
751	0.1928733035
752	0.1928099443
753	0.192715496
754	0.1925104072
755	0.1924790896
756	0.1923877273
757	0.192211194
758	0.1921144407
759	0.1920080292
760	0.1918876734
761	0.1918293242
762	0.1915361878
763	0.1913459197
764	0.1912396225
765	0.191132049
766	0.1910057877
767	0.1909010907
768	0.1907552845
769	0.1906942113
770	0.1905918764
771	0.1905165731
772	0.1904983425
773	0.1903592037
774	0.1902721467
775	0.1900907557
776	0.1900136807
777	0.189888753
778	0.1897826463
779	0.1897401845
780	0.1896751299
781	0.1895652133
782	0.1894061676
783	0.189289374
784	0.189207708
785	0.1891633033
786	0.189062721
787	0.1889538711
788	0.1888171326
789	0.1886425614
790	0.1884774007
791	0.1883679413
792	0.1882625966
793	0.188087911
794	0.1879347517
795	0.1877974797
796	0.1876498638
797	0.1875018478
798	0.1873697955
799	0.1872967019
800	0.187136075
801	0.1870834979
802	0.1869463403
803	0.1869267953
804	0.1868121163
805	0.1866379641
806	0.1865768528
807	0.1864365329
808	0.1863594198
809	0.1862940413
810	0.1862026029
811	0.1860866285
812	0.1859801598
813	0.1858430212
814	0.1857249895
815	0.185643914
816	0.1855283206
817	0.1854131082
818	0.1853121259
819	0.185185636
820	0.1851174001
821	0.1850254854
822	0.1849578972
823	0.1848141293
824	0.1847193191
825	0.1847061557
826	0.1846139363
827	0.1844557097
828	0.1843980653
829	0.1843473551
830	0.1840750781
831	0.1838634172
832	0.1836190861
833	0.1834657743
834	0.1833352459
835	0.1832368353
836	0.183227882
837	0.1831334908
838	0.1830262221
839	0.1830197643
840	0.1829040565
841	0.1827862343
842	0.1827401912
843	0.1826959008
844	0.1826623162
845	0.1826508864
846	0.1825699443
847	0.1823927061
848	0.1823027917
849	0.182188265
850	0.1820023021
851	0.1818926522
852	0.1817841452
853	0.1817032603
854	0.1816378437
855	0.18151905
856	0.1813351444
857	0.1812591743
858	0.181200768
859	0.1810703159
860	0.180972972
861	0.1808582168
862	0.1808544068
